emotion,sentence
Sadness,đấy mới là điều càn đó . huhu
Enjoyment,hạnh phúc là đây chứ đâu =)))
Other,đó cũng là cái cốt lõi cái then chốt thúc đẩy ông phát tiển sách lược của mình bằng cái tâm và cái tầm .
Fear,môn này đéo dành cho những người chân ngắn như tao :) bay qua chắc lọt mẹ xuống sông ^^
Enjoyment,xem đi xem lại vẫn hay ;))))))
Enjoyment,per ông cháu không nè kkk
Sadness,có hôm tao đang vương nỏ tính bắn vào con họa mi đang đậu trên cành thì ai ngờ nó phản đame đứt thun dội ngược vào mặt từ đó tao không còn chơi nữa
Enjoyment,cưng xỉu ~~??
Other,đằng nào thì điều hòa vẫn bật mà .
Sadness,:))) mình sướng mà mình không biết hưởng nhìn lại những mảnh đời bất hạnh mình nguối mặt thẹn gấp 100 lần
Sadness,per đến con nít chúng ta cũng không bằng là sao ......... tuổi thơ và tuổi thanh xuân nợ chúng ta quá nhiều thứ rồi 😭😭😭😭
Enjoyment,"đấy , chỉ có sale như tao mới tốt thôi , tao không bao giờ hỏi về nỗi đau của khách hàng : x"
Disgust,kinh dị thật nhìn ngu vãi
Enjoyment,con bé xinh ghê
Enjoyment,kaka cái mặt bà kìa
Anger,lâu lâu tự nhiên ghen mặc dù đéo là gì của nhau 🙃🙃🙃
Other,per tự nhiên thấy mình hơi thất đức
Fear,tưởng tượng mà dưới sông có cá sấu nữa chắc hết dám đi
Other,cần xem cái kết của bọn này
Fear,quá nguy hiểm
Sadness,maii ban thanh nhung nhớ cái này không hic 😭😭😭😭😭
Other,hoàng thượng mặc áo đầu lâu mới sợ chứ
Other,tao chả bao giờ làm thế
Anger,dume thằng mất dạy !
Enjoyment,chưa bao giờ còn yêu nhiều hơn thế 😍😍 bởi cha mẹ cho tôi tất cả
Disgust,cuốn sổ vô dụng nhất mà tôi từng biết . ơn giời nó không còn nữa
Disgust,có những người như chủ thớt bảo sao đất nước không phát triển
Fear,má lỡ té xuống 1 cái tao nói lên tắm 8 năm cũng đéo sạch nữa
Disgust,tao khuyên bọn mày đừng dắt bọn con gái theo . nó bắt bọn mày cõng nhảy qua đấy :)))
Disgust,"bệnh quá , xấu mặt người dân 1 vùng quê đồng bằng bắc bộ"
Enjoyment,hai bác học nghiêm túc ghê :)))
Disgust,không thấy hay ho gì cả
Anger,bóp dái thật mạnh xem còn dám sàm sỡ không
Sadness,mấy đứa chân ngắn qua sao
Disgust,ôi vãi nhìn ảnh giật mình đám nghiệt súc cười nhé răng !!!!!! đhs ... 😞 đẻ ra đau bết cả lồn
Other,bác nói vậy thì tao cũng quì
Disgust,cứ thải trực tiếp ra sông thì có xử lý công nghệ mặt trăng cũng bó tay
Disgust,"tao bảo 99 , 99999 % là mấy ông ngoài bắc và kiểu chửi này cũng ngoài bắc vì tao cũng bị chửi vậy khi còn bé . h thì bình thường nhưng nghĩ lại buồn chứ không vui đâu tụi bay . ngoài bắc cách giáo dục là miệt thị . ko đồng ý"
Enjoyment,phim này ý nghĩa lắm
Other,"ảnh đẹp lắm , nhưng không có những người khổ này thì sẽ đẹp hơn 🙂"
Anger,"thì bác cứ tranh luận đi , bác nói đúng thì mình cũng chả nói gì , còn mình thấy cái kiểu cậy nhà mặt đường nhưng tư tưởng nhắn tin kia thì kiểu gì cũng có ngày sấp mặt ."
Enjoyment,yêu thế
Other,nhưng vẫn tồn tại nhiều đứa con gái không như vậy mà ??
Surprise,làm sao mặc áo được ta 😂😂
Sadness,"ê tao cũng hay giữ mấy cái linh tinh lại như vậy để vài năm sau mở ra xem lại có cảm giác hoài niệm , mà mẹ tao bắt tao vứt hết rồi 😢"
Enjoyment,ảnh đẹp quá 😍
Sadness,"t không tiếc mấy ly trà sữa , chỉ thấy tội cho mấy cô lao công dọn dẹp mà thôi 😔"
Enjoyment,người lớn tuổi nhiều lúc rất dễ thương 😊❤
Sadness,sao giốg với mình v . nhưg mình từ bỏ rồi người ta hình như cũng có người khác . từ đầu là do mình ảo tưởg thôi giờ thì tỉnh đi cô gái ạ
Anger,tôi đập cho toè cái mỏ lun nha
Sadness,có ai ngu như tao không đơn phương con nhỏ cạnh nhà 4 năm mặc dù nó ngồi chung bàn với tao suốt mấy năm cấp 3 :(((
Disgust,ở nhà vênh lắm đi bộ đội thì yếu ớt vãi
Enjoyment,thương mấy anh quá mà tao không kiềm được vẫn phải thả haha
Disgust,bẩn vãi
Disgust,đường của nhà nước co phải nhà cụ đâu mà kêu ca
Surprise,sao giống tôi rứa hỉ ...
Disgust,đm độc bình luận toàn kêu chọn nghề khác dume đây đéo phải nói tới cái nghề mà là nói tới ý thức của tụi mày đó đầu trâu óc chó . nếu chọn nghề khác thì dume ai làm công việc đó ... nghề chọn mình mình không chọn nghề được ... kể cả làm phò như tụi mày cũng vậy
Enjoyment,mai người ta đi học mai tao đi du lịch ố la la =)))))))))))))
Fear,có khi nào kết hôn xong nó giết lấy tiền bảo hiểm không
Fear,nó mà cắn ai 1 phát thì ... nghĩ thôi đã rùng mình
Enjoyment,mát lồng lộng mày ạ
Other,mưa lắm các con giời ở nhà ngủ cho khoẻ nhé .
Other,năm nay con bao nhiêu tuổi rồi ? =))
Sadness,vì chúng ta không nên nói chuyện với nhau nữa
Other,tao xin bổ sung thêm
Disgust,"ngu và ngang ngược quen rồi , chừa tật nhé"
Enjoyment,có người sinh ra đã làm ban giám khảo anh nhé kk
Sadness,thật buồn khi mình thịt vợ thang khác mà thằng khác thịt vợ tưong lai mình
Sadness,hay bị giật khô trên đó rồi :(
Anger,"đm lũ chó bán thịt lợn sán cho các cháu lũ đấy phải tìm ra và xử tử hết . loz mẹ chúng mày vì lợi nhuận giết hết cả tương lai đất nước , dume lũ chó chết"
Sadness,đéo có người thương để mà làm ấy chứ :(
Enjoyment,"per chồng xem đi , hài lắm"
Disgust,per dume lần sau có tỏ tình thì cũng 1 vừa 2 phải thôi
Other,chạy ngay đi 😨😨 trước khi bọn chủ tịch vào đây và giả làm con c * c gì đó rồi bị coi thường và tụi bay phải nhận cái kết đấy . 😬😬😬😬
Sadness,nhưng mà từ giờ trở đi đéo được tiếp xúc rồiii
Other,"per cùng suy nghĩ , và sợ cả điện giật nữa , giờ cứ ngồi cho chắc ăn ."
Enjoyment,"cái này ở shop đồng giá 40k aeon có nè , tê tới dái luôn"
Sadness,ngày buồn nhất trời đổ cơn mưa :(
Other,không có khúc rớt dt hả .. 😑
Disgust,như con điên :))
Sadness,tao lại bị mọc lông chân rồi :((
Surprise,sao bắt nhanh thế sáng đọc báo có tin chôm ngân ngàng chiều đọc báo đã bắt được rồi
Sadness,mỗi lần tao ăn đu đủ bằng thìa thì bố tao lại chửi tao . bố tao bảo loại mày ăn đu đủ không cần thìa đâu .
Disgust,"vãi cả ngứa mắt :)). lập luận rất là có cái "" lí "" luôn . đấy , ngứa mắt là sai cả lí rồi nhé mấy ông đỗ xe =)))"
Other,mua thuốc ngoài thú y sức vào vài ngày nó không bám nữa
Sadness,"tao cũng hay nằm mơ con mèo của mình nó về , tao tưởng thật nên khóc cả trong mơ lẫn ngoài đời . nhưng nó đâu có thể về được nữa ..."
Sadness,giá mà có ai để giận :v
Sadness,"chân ta cũng là chân đi và giờ bị đứt dây chằng , nằm một chỗ đợi mổ rồi mày . đồng cảm vãi"
Sadness,"ai ở gần đó xin hãy giúp chú , thương chú"
Enjoyment,cuối ngày hình ảnh của ông bà là đẹp nhất ... chúc ông bà mãi hạnh phúc sống thật lâu lâu nhé 😘😘😘
Other,cắt như anh này gọn gàng thoáng mát nhé auto đẹp trai
Other,"có thể xương của mày nó bị giòn , xuất viện nhớ bổ sug thêm nhiều canxi nhé"
Other,per 1 lần chơi lớn xem em có trầm trồ
Enjoyment,xin lỗi mày nhưng tao đọc buồn cười
Sadness,trải qua một cuộc bể dâu . những điều trông thấy mà đau đớn lòng
Other,t nghĩ thằng châu phi kia nó rất nhiều tiền
Anger,per đi đâu cũng nghe bài này riết muốn tắt dẹp cho rồi
Disgust,nhìn thấy ghét ...
Disgust,per xàm lol giáo dục đéo gì
Anger,per biết phân biệt phải trái không vậy ??? và có biết đỗ như thế nào là đúng luật không ???
Sadness,chán mấy ông thanh niên .
Disgust,trẻ trâu thời nào cũng có thông cảm đi
Other,cũng là chị em nó làm nhà trẻ nên chịu thôi
Disgust,bắt được rồi cho bọn này đi chết đi để chúng nó sống rồi làm hại người khác
Anger,đốt cháy túi tiền thì ở nhà cho rồi . xem chi không biết
Enjoyment,per có thằng bị tao bắn từ đó không thấy họa mi hót nữa luôn
Enjoyment,"hôm qua tôi đi grab gặp được bạn đẹp trai , thơm phức nè . có cô gái nào có hứng thú hem ?"
Enjoyment,đẹp quá v 😍😍
Other,:) thế trong trường hợp này thì sao ? có nhiều xe lắm đâu cụ
Fear,lo cho thang bé lỡ rớt điện thoại xuống nước thì ....
Other,per dăm ba cái con nhện :)))))
Other,ủa rồi chân một khúc như tao nhảy kiểu gì ? 🙂
Other,trong 1 năm đó bố mẹ ông cho ông 10 tỷ đố là tiêu vặt và 1 con lám bồ để đi giao hàng
Disgust,k chăm được thì đừng nuôi nhìn tội quá ??
Sadness,"có hôm nó lo đọc cho mình nên không chép kịp bài , cô giáo bắt phạt đánh đòn cả hai đứa . năm sau bạn í chuyển trường mất , nhớ bạn quá !"
Fear,"đừng ám tao nữa , sợ lắm"
Other,tao gửi từ ngã tư đồng đội cơ mà đi xa vãi
Disgust,"lạ kì thật , một kì thi quan trọng như vầy mà vẫ nhầm đề được ."
Sadness,định mệnh tao lại quên mang áo mưa
Sadness,chia buồn cùng người dân và đất nước pháp
Enjoyment,"per mày ơi trò này lợi hại nè áp dụng ngay :"")))"
Sadness,per :))) không bù cho nhũng người như cta
Enjoyment,ôi gu mình !! mà phim lâu quá rùi giờ mà đóng lại bản khác thì không biết sao haaa
Sadness,"giống hệt mình , nhưng bạn may mắn hơn vì bên này quyết trốn nợ tận cùng"
Anger,"đéo mẹ bệnh viện chứ có phải chỗ gửi xe đâu , nó niêm yết rõ ràng như thế kêu ca cái gì"
Surprise,per ngày mai là ngày gì mà ra lắm phim vậy bạn ?
Sadness,"ước gì con về với mẹ .... đợi mấy tháng rồi vẫn chưa thấy bóng dáng con , mong con vẫn sống ..."
Other,chất đó có làm mềm não không ?
Other,em này có cạo lông không ta sao nhìn lông ngăn quá
Sadness,"ngày nào cũng thấy tàu trật bánh , khá buồn"
Disgust,tao thấy nhảm quá
Surprise,y tế 24tr tháng á ???? kinh vầy ???
Disgust,"thế mày lại ghép nhạc vào làm gì cho con bé bị tán mấy chục cái , mày ác lắm"
Enjoyment,per em đã tìm ra giải pháp thiết kế rồi nhé :)))
Sadness,sad cực mạnh
Enjoyment,per may cho bạn 😄😄😄
Sadness,đợi đến ngày họp lớp đi 😪
Enjoyment,tao thích con trai đầu tóc gọn gàng vãi_chưởng 🙃
Enjoyment,"hành động đẹp chứ sao , đằng nào cũng tiệt kiệm hơn :)) 0"
Enjoyment,chỉ ước về sau mình được vay
Disgust,"bạn bè nói chuyện cũng chụp post facebook , vui không ?"
Sadness,per mệt quá mấy con ơi
Other,nói tóm lại là nó thích đỗ đâu thì nó đỗ mình thích thì mình gọi công an . chứ mình không có quyền
Sadness,"mới đây mẹ tao giúp tao làm lại giấy khai sinh . mẹ có hỏi "" mày sinh ngày mấy để mẹ làm ""😑"
Other,tôi muốn có một mối tình bình dị .
Fear,hú hồn chim én :))
Sadness,phải có bao nhiêu tình cảm mới có thể viết ra được những dòng này ...
Disgust,"bờ biển thì rộng , có những chỗ mày viết có thể rất lâu sau mới bị lấp đi tại sao chọn chỗ khó khăn nhất vậy . thảo nào đéo bao giờ có người yêu :))"
Sadness,mệt mõi 😥
Enjoyment,đã thử và rất thích thú 😆.
Surprise,"ủa bất ngờ đây , thanh niên nào đây =))))"
Enjoyment,con này chăm sóc n là n bao đẹp ><
Anger,"dume , phải con tao thì đéo bao giờ chúng mày có cơ hội xin lỗi luôn ."
Disgust,"thiệt ra bạn mày đẹp hơn , vì màt chỉ được cái lưng dài lười biếng thui 🙃🙃"
Sadness,móng tay và tóc theo thời gian thì mọc càng dài tại sao chỉ có con chim là nó không mọc dài hơn nữa ta
Enjoyment,tuyệt thật
Sadness,năm nay vào quán net ngồi cho đỡ phải nhìn .....☺️
Enjoyment,bé tí mà đã có múi rồi :)))
Other,giờ nín ngay không ? việc gì phải khóc
Enjoyment,"chẳng phải chuyện hài nhưng sao tao thấy buồn cười quá , chắc thần kinh có vấn đề"
Enjoyment,chuẩn không can chinh
Anger,liên quan đéo gì . trung thu tết đoàn viên gia đình chứ đoàn viên người yêu đéo đâu .
Other,cái đồng hồ mọi người cho em hỏi giá bao nhiêu ạ
Other,cụ í đỗ sai thì mợ cứ báo chính quyền thôi
Other,tao chưa nghe nói kính thuỷ lực bai giờ .
Disgust,"khiển trách là bị mắng rồi má , lại còn bắt chép phạt ác thật"
Enjoyment,dăm ba cái kỉu đây hồi nhỏ tao đốt chấy vài á mà 😃
Enjoyment,cưng gì đâu
Disgust,2 chúng mày yêu nhau chọc tức bọn fa tụi tao thêm cay chứ an ủi đéo gì
Enjoyment,per kkkk
Sadness,tao của ngày này năm trước đang ước đừng lấy quỳ tím đem ra thử nghiệm . :(
Other,thính thơm không
Sadness,ôi không đừng vậy mà :((
Anger,"sao mày không viết nhanh lên , mày lấy tay chặn làm gì có giúp mày tốt hơn không hả ???"
Enjoyment,nghe anh ấy nới chuyện rất thuyết phục
Other,khi nào tao nhìn con xò lông bánh bèo mà tao không mắc ói . thì khi đó tao lấy
Other,có thể là nó yêu mày :))
Enjoyment,per ối bạn ơi quà sinh nhật mình đây rồiiiii
Enjoyment,ai cho mình xin page của con này với thích xem nó live stream bán đồ gê
Other,cho nó đi trồng lại 10 ha và chăm sóc cho tới khi cây lớn bằng núc chúng nó bơm chết
Disgust,toàn bọn óc chó . không có lương tâm . sao chúng nó lại làm như vậy không nghĩ hậu quả sau này sao .
Anger,"bảo không ly hôn cơ mà 😑, dma chơi nhau à"
Other,cần phải tỉnh táo
Other,per thật sự là có cách nào dắt bé đi theo được không ? 😭
Enjoyment,"thâ ̣ tao ra thi ̀ nê ́ u 1 thă ̀ người con trai no ́ yêu mày va ̀ coi tro ̣ người mày , câ ̀ n mày thi ̀ mày co ́ qua ́ i thai thê ́ na ̀ o no ́ cu ̃ người chi ̣ u đươ ̣ c va ̀ cô ́ gă ́ người la ̀ mày mày vui 🙂"
Enjoyment,phim nay xem rất nhiều lân nhưng quá hay vẫn muốn sẽ tiếp tục xem
