emotion,sentence
Negative,tối nay chồng tương lai sẽ đưa con khác đi chơi 😆😆😆
Negative,nhìn quả mặt của nó thì tao công nhận thất tình thật đáng thương ?
Negative,nghe bài này đau lòng quá mà
Neutral,nhanh thật . đã bắt được rồi
Neutral,đoạn 3 móc cái dt nhanh vliz
Negative,gặm gặm cái đéo ý à ... bố gặm luôn mày giờ ...!!!
Negative,immm
Negative,anh con mẹ mày :)))
Negative,"căm thù , uất đến tận họng mà không biết phải làm gì ??? càng xem càng thấy đau lòng mặc dù không phải con mình . 1 xh thối nát , đồng tiền làm lu mờ nhân tính con người ."
Negative,ích kỉ quá đấy . vỉa vẻ thế kia ra vào vẫn bình thường nhé
Negative,"đúng rồi đấy , như thế là đang mắc chứng ảo tưởng sức mạnh"
Negative,hình thức này .. là chúng nó đang huỷ hoại mầm mống tương lai của đất nước đấy
Negative,cơm từ thiện không tốn tiền nên không biết quí trọng ý thức còn thấp quá
Negative,sao toàn gái ngành với bọn chủ tịch bình luận không vậy 🙂
Negative,"đéo kiếm ra tiền , nấu có 3 bữa cơm với đưa đón con đi học mà còn không xong , chắc để mẹ già làm hộ hay để chồng nó đi kiếm tiền về rồi nó hầu cho"
Positive,điện cho đứa bạn . đem mũ ra . coi ai hơn ai . kakaa .
Positive,aw giống tao vậy =))) mấy thứ linh tinh tao còn để nguyên vào 1 cái hộp bự cơ
Positive,"có rồi mà , nghén rồi nè hihi"
Positive,nt thêm cái dạ vâng thấy quý vãi
Positive,phim ấn thì của lão amir khan là hay vol
Positive,per em cười mệt quá =))))
Positive,qua câu chuyện vừa bịa ra tôi hi vọng các bạn sẽ có cái nhìn thoáng hơn về csgt việt nam 😂😂
Positive,tuổi thơ dữ dội là đây .
Positive,giọng lại còn ấm nữa chứ ♥️
Positive,thú vui đặc biệt vãi :v .
Positive,giống chuyện của chúng mình quá . chả biết sẽ cùng anh đi bao xa ... nhưng hạnh phúc khi có anh luôn bên cạnh ??
Positive,chuẩn bị hết ế :))
Positive,nhìn móng tay bác này mà tao thèm lòng chó quá per
Positive,xong là phê lắm mày
Positive,per nói ít thôi hành động nhiều hơn . time sẽ là câu trả lời . mong là 2 đứa cùng nhau già đi như này .
Negative,"má gần nhà có nuôi 1 cặp ngày nào đi ngang nó nhìn thấy nó quay đầu bỏ chạy , con gì mà dữ thấy mẹ hà"
Negative,đã sợ rồi .. cố gắng hí mắt để xa ra để coi như thế nào .. khúc cuối hết hồn dục luôn cái điện thoại :)))
Negative,mày định lướt qua rồi nhưng khi đọc bình luận của các bạn và xem kĩ lại thì mày đã rớt nước mắt 😭😭😭.... người cha thật vĩ đại
Negative,điều tồi tệ là học nửa vời chã ra làm sao
Negative,tôi từng được sống . nhưng đấy là truyện của năm ngoái rồi
Negative,xỉu lên xỉu xuống :(
Negative,vẫn ế bền vững
Neutral,"và bức tường , khung lan can , cây cối y nguyên sau ngần ấy năm ư ? 😜"
Negative,thính hơn chó động 1 tí là kêu inh ỏi điếc cả tai . đuổi thì đuổi dai 😒
Negative,đúng là không thể chấp nhận được
Negative,thế mà lại có người bảo đầu tao như đầu bùi :(( dume đánh chết cha giờ :))
Negative,con nhà mất dạy
Negative,"per cái thứ yêu nghiệt này cứ thấy tao như thấy crush , cứ gặp tao là đuổi :)"
Negative,anh chơi ác quá
Negative,xứng đáng cho cái ngu của thằng oto .. nghiền nát luôn oto càng tốt .. để cho cái lũ não ngắn nó hiểu được quy định của hành lang đường sắt là như nào .
Negative,ăn chọp chẹp cái dume chú à . ghét nhất kiểu ăn vô duyên mất lịch sự này . ăn cà chọp cà chẹp miệng đéo kín được ấy . nghe ứa tai vãi
Positive,"haa ... haa ... ! đúng là có thay đổi lớn ! ngồi nhâm nhi ly cafe , phì phèo điếu thuốc nhìn thiên hạ cũng vui kkk ... !"
Negative,cmt thế thôi chứ thật ra còn trả dám ấn vào video để xem . đời tao tởm nhất là lũ nhện mà hay gặp vãi :((((
Negative,chỉ là không có ai để nhắn thì mới nhắn cho mình . công nhận nguy hiểm
Negative,bé có năng khiếu làm cô giáo dạy văn ... nghe thì nghĩ tục nhưng đời thường là có thật ... bác nghe thấy đồng cảm với các cháu
Negative,tao ho rụng hết tóc rồi 😭
Negative,dự là 30 mà 30 sợ già quá chả chó nào nó rước . năm nay đã 26 rồi mà vẫn chả ai thèm yêu 😔😔😔
Negative,ngoài những bài chia tay vì lí do vớ vẩn ra thì neu cũng có những bài đăng đọc rồi còn nhớ mãi .
Negative,""" học từ bỏ những thứ trời không cho "" nói thì dễ nhưng nhiều lúc quyết tâm lắm vẫn không làm được .. 😢😢😢"
Negative,xem tới đây dume ứa nước mắt 😞
Neutral,ủa sao biết ??
Neutral,sao trận này ông này khóc nhỉ :))
Negative,per đi đâu cũng nghe bài này riết muốn tắt dẹp cho rồi
Negative,tao bẻ cổ mày luôn ấy
Negative,con mụ mất dạy . già mà lăng loàn . thấy người ta yếu thế hơn mà khôg giúp dựng cái xe dậy rồi nói với nhau vài câu tử tế . lại còn tỏ nguy hiểm định ăn cức người ta ak
Negative,thằng cha bảo vệ có tâm quá . nge con nhỏ kêu nguyên đêm zi mà đéo cứu
Negative,loại dâm ô nam sinh này cần phải tử hình để làm gương cho người khác .
Negative,ma thì làm sao đáng sợ bằng vợ hả người anh em thiện lành ??????
Negative,hội những con pug láo lếuuuuuu
Negative,"nói bao giờ cũng dẽ hơn làm , mà mặt 2 đứa này nhìn như mất mẹ dây thần kinh gì đấy"
Positive,yêu quá nè nè
Positive,"hôm nay ai có vàng bán hết đi , tuần sau mua lại , lời vãi ."
Positive,per đã nhẫn nhịn lắm ... đến khi con sen tao cứu tao thì tao đách có sợ đâu nhaaaaaaaa 😂😂😂
Positive,dù trời có sập cũng phải ăn đã nhé :))) anh có gấp lắm cũng phải chờ em nhé 🤣🤣🤣
Positive,phim rất ư là hay lun quả xứng đáng là đạo diễn phim việt nam tài ba
Positive,đáng yêuc quad 🤤🤤🤤
Positive,may quá lớp tao không phải thế :))
Positive,t không phải con sến súa . ko cần quá cầu kì lãng mạn . cầu hôn tao thế này là tao đổ rồi per
Positive,kích thích vãi
Positive,đúng . t vẫn lun chờ đợi đứa đó dọn dô cuộc đời t sống .
Negative,sợ vãi =)))
Negative,"thôi xong , biết thế tém tém lại ."
Negative,nó cười với người khác chứ * beep * phải tao :((
Negative,"nhìn cảnh này mình nhớ lại cảnh ông ngoại mình đứng ngay quan tài bà ngoại khóc nức nở . bà đi rồi để ông ở lại một mình , đau lòng quá"
Negative,em chân thành nên em tổn thương
Negative,cao quá cũng khổ chứ sung sướng đéo gì 😓
Neutral,vl :)) còn đút tay túi áo ??
Negative,"per đi coi phim coi , hẹn quài luôn á"
Negative,mẹ mày đã đánh mày tan xác chưa . phải tao thì mẹ tao cho nhừ tử luôn rồi ??
Negative,"kệ mẹ tao , tao thích nuôi chó thôi okeeee nó đéo bao giờ kêu tao bướng"
Negative,xoá sổ toàn phần cơ sở cung cấp thức ăn khốn nạn này bằng cách cho chúng mỗi đứa một mũi tiêm thuốc độc . còn hiệu trưởng các trường bỏ tù vĩnh viễn .
Negative,con này ăn cức mà lớn hay sao ấy . đánh không lại thì chạy ngu như bò đứng cho tụi nó đánh
Negative,mày là con bé gái bố mày là con lợn nhé . khi con nào còn mở mồm bảo chỉ theo bạn bỏ zai thì bị ăn vả thế đấy =)))
Negative,ý thức tồi
Positive,"mỗi ngày mình ôm nhau 1 cái như này hén , hí hí"
Positive,"per khiếp nhớ ngày xưa quá anh em ơi , đi làm cười từ sáng tới tối luôn 😩"
Positive,ngoài kia ! còn có rất nhiều điều tốt đẹp vẫn còn trên thế giớ này ! hy vọng những điều tốt đẹp luôn diễn ra từng giây phút ..
Positive,per thích quáaaaa
Positive,cách tạo nghiệp chướng nhanh và hiệu quả :))
Positive,má đáng yêuc quá dạyyyy ??
Positive,"nói câu sau là nuốt câu trước , y chang nuốt não nó v đó nhỉ kk thật thú vị"
Positive,kkk tao chọn anh đầu tiên
Positive,crush mới thích ảnh tao mà tao đã . nghĩ đến chuyện đặt tên con rồi
Positive,phìm này rất rất hay đôi với ai sống hướng nội !
Positive,mai đấu giá thử cai lap cua mình chứa toàn tài liệu tiếng nhật 😂😂
Positive,per kỷ niệm khó quên nhỉ kkk
Positive,khi đủ trưởng thành và kinh tế . cơ mà nhỡ bác sĩ bảo cưới thì cũng phải cưới thôi 😂
Positive,hay lắm . thằng anh giúp 2e thêm yêu lao động
Positive,1 lần thôi cũng đủ xao xuyến anh rồi
Negative,hi vọng trưa nay lúc ăn cơm vtv24 sẽ không đưa tin về bạn này ạ
Negative,tao cũng có 1 người bà như trong video nhưng bà ấy qua đời rồi 🙁🙁🙁
Negative,nhớ con gái tao quá :((((
Negative,nghe bài này nhớ nyc vãi
Neutral,hot đến vậy cơ à ? mình chưa nghe bao giờ luôn .
Negative,ko như thằng per năm ấy ngồi cạnh tao một hai không cho chép bài thi ! đm
Negative,"đứng nhất tại trừ phí nhiều chứ khỉ gì . mới lãnh lương xong là trừ , không đki dịch vụ gì hết mà tháng nào cũng trừ , tới lúc cần giải quyết ra đợi cả buổi , rồi lại hẹn cả tuần ."
Negative,"dm tao thấy người ta không sợ vì rắn mà sợ vì thằng chả la làm hết hồn , toàn núp lén rồi la lên thằng đéo nào mà không sợ chứ"
Negative,vì nó biết mày còn 2 quả thận thôi con ạ . rửa mặt đi :vậy
Negative,kém sang
Negative,khi bạn ngu tất cả các lĩnh vực như toán học văn học nhưng vẫn cố tỏ ra nguy hiểm
Negative,per ông này ác thật con bé nó van xin thế rồi
Negative,toàn để báo nó giật tít không thèm đọc cả bài rồi giãy nảy lên như đỉa phải vôi
Negative,tránh xa tao ra
Positive,tao thấy buồn cười vãi :))
Positive,per ối bạn ơi quà sinh nhật mình đây rồiiiii
Positive,họ đã cho ta có mặt ở trên cột đời này rồi còn gì bằng nữa chứ
Positive,tuổi trẻ tài cao =)))
Positive,ấn tượng vãi :v bàn tay vàng trong làng vẩy khế :v
Positive,cười vào mặt mấy đứa không có người yêu :)))
Negative,từ lúc đấy tao không ăn được các loại thịt ngan - ngỗng - vịt lun 😞 ám ảnh vãi
Negative,mẹ mắng lúc sáng sớm là xui cả ngày :(
Negative,"mới đây thôi mà đa 3 năm rồi , những ngày chia tay buồn đó :(("
Negative,cay đắng cuộc đời 😞 một chút vị mặn của mồ hôi nước mắt
Negative,per giờ thằng gù nhà thờ chạy đi đâu đây :(
Neutral,nhện to đến nổi chúng mày giật cả mình à :)
Neutral,sao đi cắt tóc mà mắt nó từ đen sang xanh luôn vậy ?
Neutral,sao đũy đó có thể mập được vậy nhỉ
Negative,dm chúng mày bị bệnh à kiện chết con mẹ mấy thằng ấu dâm bệnh hoạn này đi
Negative,per mặc dù biết ngôn tình tàu khựa toàn xạo chó nhưng cầu hôn có não thật ^^
Negative,vậy mà trên đời có 1 loại cha vứt bỏ con mình .
Negative,chứ còn con mẹ gì nữa 😔
Negative,chưa chi đã để thua từ hình ảnh này . thua
Positive,không phải crush :v nhưng mà nhìn ổng cười mỉm nhìn cute vãi -.-😑😆❤
Positive,per quẹo lựa mấy đứa ơi . để lễ nay đặt vé luôn cho rồi . nóng quá rồi :))))
Positive,per bị chì chiết từ 6h sang đến 23h phia . vẫn sống vui 😊😉
Positive,"cái quá phơi lúa xong mưa , tao đang cười vì bà béo thì phải ngậm mồm ."
Positive,thấy cái thèm ts quá
Positive,crush của tao đi làm rồi . hihee . sáng mai mới về cơ 🤣🤣
Positive,thấy cờ rút trên tờ polime là tim rụng rời liền
Negative,moá nhìn rùng hết cả mình
Negative,"nhỏ thấy qua 1 lần , nó bị cột ngay trước cửa nhà người ta ở trong hẻm , mỗi lần đi ngang qua là nó lại định lao tới cà khịa"
Negative,phận làm con trai haizz
Negative,đau đớn quá sao phải tham mấy đồng tiền đó nhỉ
Neutral,ngã sấp mặt lồn là có thật
Neutral,wtf nắng rồi mà @@
Negative,cá nhân mình nghĩ nó dừng hay đỗ đúng sai thì đã có ca pạt còn nó đỗ trước cửa nhà mình mà oto hay xe không ra vào được thì lúc đó mới ý kiến . công nhận bọn oto đỗ trước nhà nhìn chỉ muốn đốt
Negative,nếu người ta sai thì gọi công an xử lý còn không thì bạn không có quyền nhé
Negative,lại là bà hàng xóm 😒
Negative,ngu hết phần thiên hạ
Negative,quả dạ vâng kia ngọt vãi ngọt . đéo bù khách của tao toàn được
Negative,nhà thì như cái chuồng lợn còn bày đặt đắp mặt !
Negative,"khi bạn cố gắng kéo lại với người ta và họ chụp màn hình gửi cho mọi người , còn đem đi kể nữa chứ"
Negative,người ta nói ngu thì chết có gì sai ?
Positive,đáng yêuc quá
Positive,cũng có nơi gia đình khá giả mới có nó !
Positive,per may cho bạn 😄😄😄
Positive,đó là tìm đúng người còn sai người thì auto mối quan hệ kết thúc :))
Positive,đoạn phỏng vấn + xin đi chụp hình + cạo râu lão là hay nhất theo mình =]]
Positive,cute vậyyyyy
Positive,"ở nói chuyện ngoài hộ không khì thị về giới tính , họ cho được kết hôn . chứ họ không kì thị như ở việt nam mình hai người kia họ thật dũng cảm khi sống thật với giới tính của mình"
