emotion,sentence
Disgust,"chả lẽ không không cô bắt học sinh quỳ như thế à ... bây giờ vài bọn “ học giả ” cứ rả rích là thầy cô không giáo dục học trò chỉ đăm đăm vào dạy , lúc thầy cô “ dạy ” thì lại rôm rả về đạo đức nghề giáo ... ôi thôi ... đủ các thể loại"
Disgust,cắt . cảm ơn đoạn giả dối kia đã giúp các bạn trẻ có thêm niềm tin về 1 tình yêu đẹp 🤣🤣 riêng tao đéo tin nhé
Enjoyment,ốm mà xinh thế :3
Enjoyment,tao cười ỉa cho cái bọn ấy :)))
Enjoyment,ko 1 từ nào để diễn tả bộ phim này ...
Enjoyment,yêu quá hóa điên 🤣
Enjoyment,quê ở huyện kế bên mà chưa 1 lần đi =))))
Enjoyment,có mưa cảm giác như được sống lại :)))
Enjoyment,tỏ tình đại ai dè dính lun :)))
Fear,t thề hồi nhỏ qua nhà ông hàng xóm vá xe tao bị con ngỗng dí chạy xúc quần quanh nhà ổng vừa chạy vừa la làng tới giờ nhớ lại vẫn còn hãi 😧😧😧
Fear,trong nhà không biết có ai không nữa ? sập quả này sợ thật đấy
Fear,"công nhận lãng mạn thật , nhưng tao đang tưởng tượng cái cảnh động phòng , eo ơi ......"
Fear,thời xưa yêu nhau đến chết vẫn yêu ... thời nay yêu không biết chết lúc nào 🤣 cuộc sống nay đáng sợ lắm 🤪
Fear,không ngờ tin nhắn riêng tư cũng phải kiêng nể nhắn tin để lỡ có bị chụp vẫn thấy chả sao
Sadness,"cấp 3 , đáng tiếc nhất trong thời học sinh ^^"
Sadness,per đến con nít chúng ta cũng không bằng là sao ......... tuổi thơ và tuổi thanh xuân nợ chúng ta quá nhiều thứ rồi 😭😭😭😭
Sadness,có đủ mọi gia vị :< em thấy vị đắng của sự chua sót quá nhiều :)
Sadness,nhìn em mà thương roi nói chuyện mắt
Sadness,gắp đúng lúc nhưng hình như đúng lúc người ta không muốn y ai ???? đó là 1 câu chuyện buồn
Sadness,"cả 2 bà đều mất khi mình nhỏ , không hưởng thụ cảm giác này rồi"
Surprise,sao nhiều thằng cưa bàn giống tao vậy ??
Disgust,quan trọng mấy thằng đó có chọn mj không . ngồi đó mà ảo tưởng
Disgust,tao mệt chúng mày quá
Disgust,"per mợ mệt , trưa nào cũng nhìn mày nhai chóp chép .."
Disgust,em ghét nhất loại này . dính vào điểm mù của xe to thì ăn cức cụ ạ .
Disgust,mai thi xong tao sẽ mang đống đề cương đi bán cho đỡ ghét
Disgust,có tiền chưa mà đòi
Disgust,per anh bạn tồi nhất quả đất này
Enjoyment,trai tài gái sắc .. danh ngôn rồi tài sản chứ tài gì !! 🤣🤣
Enjoyment,đáng yêu vậy =)))
Enjoyment,nhìn mày thế kia đến tao còn thích ngủ cùng huống gì em mày
Enjoyment,nó lại dễ con ạ :v
Enjoyment,bò ra mà cười :))
Enjoyment,thực ra chỉ cần nhập đúng input là được thôi mà :d
Enjoyment,nhớ thời sinh viên 😃
Enjoyment,ng ta nuôi vì niềm đam mê
Enjoyment,cười ỉa 😂😂 thây nó thét mà tao nghĩ dọn xong nó đi luôn cái cổ họng
Fear,tao ghét và tao sợ nó
Fear,bố mẹ tao đọc được tin này + xem cặp lá yêu thương nữa thì bữa trưa nay tao không dám ăn cơm mất .
Sadness,mai đi học mà mình quên cách cầm bút rồi huhu :<
Sadness,"quá bản lĩnh luôn , người đáng nể , tiếc là anh ấy sắp bị tử hình rồi"
Sadness,sau mỗi cuộc chia ly người ở lại vẫn là người đau lòng nhất :((
Sadness,"mới xem 1 đoạn xíu này mà cũng khóc hết hơi , nhìn em bé mất bố mà quay ra nhìn lại con mình đỏ hỏn nằm bên cạnh , thấy thương quá 😭"
Sadness,mua con lợn 50k được lì xì 40k . ok em ổn
Surprise,per anh tập gym cho to để như thế nào ư : )))
Surprise,mới hôm qua cạo lông mà hôm nay lại dài thế cơ à
Anger,bọn hại người không gươm không dao . bọn tiêu diệt nguồn lực tương lai của dân tộc . nên đưa tội thực phẩm bẩn vào khung tử hình đi . mong nhà nước thay đổi một số luật định đi .
Disgust,tại con này xấu quá không nhận diện được khuôn mặt
Disgust,một lũ ngu
Disgust,đùa chứ cái tầm nghịch ngu này cho vào trại giáo dưỡng mấy tháng cũng được
Disgust,ít bị trầm cảm với vui vẻ đâu không thấu chứ ế sấp mặt vì không giống gái là có à
Disgust,t xem phim này cứ thích bà ma nhập vào thôi chứ bình thường yếu đúi nhạt tao không thích
Disgust,đừng cứ đổ thừa cho ngành đường sất khi có quá nhiều anh não bé .
Disgust,"thiệt tình chỉ thấy gớm thôi , chớ chẳng hay ho gì ."
Enjoyment,3 chàng ngốc . top 1imdb phim đáng xem nhất mọi thời đại
Enjoyment,đầu mùa chua chua ăn ngon vãi_chưởng . thích vải lắm luôn . trong khi nhà toàn nhãn .
Enjoyment,đề kháng của tao với mọi loại thính rồi cơ 😂
Enjoyment,đại học vui lắm cậu :)) weeee
Enjoyment,thật đáng khâm phục các bạn ... chúc các bạn gặp nhiều may mắn trong cuộc sống ...
Enjoyment,thích thân hình boss rồi nhan 😌
Sadness,nói tiếng tuy hoà phú yên làm tao nhớ đến nyc . giọng nó sao ngọt không thể tả . buồn
Sadness,chuẩn đét . t nghỉ công ty cũ cũng vì đồng nghiệp 😭😭😭
Sadness,mình không áo mưa rồi 😞
Sadness,từ bé đến giờ mình chưa bao giờ xếp được 1 cái rubic nào thế mà cu nhóc kia xếp xong trong vài giây ! xấu hổ quá
Sadness,"coi khúc đầu không hiểu , đến lúc ổng bước ra khỏi làn khói , thật không thể cầm được nước mắt"
Surprise,có tiền mua cả cây nhỉ
Anger,tao lại lấy mỡ đè chết mày bây giờ
Anger,ranh con mà láo toét . xem đến đoạn này mà phát bực
Disgust,"đưa lên để nhận đồng cảm à ?? họ sai họ chịu phạt , còn người ta đỗ xe như thế bạn chả có quyền gì đuổi người ta cả . bỏ dần tư tưởng đường trước cửa nhà ta là của ta đi ."
Disgust,vì có mối ngon hơn chứ saoooo :(
Disgust,"nhớ lúc nhỏ tao và nó mỗi đứa 1 đường đi không ai đá động gì đến nó mà dume tao đang đi nó chạy sang đá cho tao mấy phát , dume đúng là đồ hoạ mi điên ... 🌚🌚 thứ độg vật không thể nào yêu thương nổi ..."
Disgust,"lũ âm binh khí đụ này phải truy gấp , tao tính đi bơi mà bọn bây làm vậy mất mặt đàn ông chân chính bơi vì đam mê như tao quá 😡"
Disgust,t lên facebook không phải để coi mấy cái thứ này 😪
Disgust,chúng mày bị điên à 😒
Disgust,số tiền ấy làm phước cho bao nhiêu người . đúng la dư thừa
Disgust,cái tội sờ mông người ta ??
Disgust,đó là đối với mấy đứa hay ảo tưởng mới nghĩ vậy thôi
Enjoyment,đậu phộng hahhahah may hềy
Enjoyment,per được đi thi chưa babe 😂
Enjoyment,cư ́ như kiê ̉ u =))) ngươ ̀ i yêu
Enjoyment,per bị chữi thì ráng nghe mà vui đi nghe . cứ như nghe hát miễn phí 🤣🤣 còn bị chữi là còn hạnh phúc . nguoi ngoài ngọt ngào nhưng chắc gì đã thật lòng đâu
Enjoyment,dỗ lại dễ thôi mà . nhỉ nhỉ 🤣🤣🤣
Enjoyment,chỉ là muốn cạnh mà chỉ có 2 người . nói đủ chuyện trên đời dưới biển rồi đi vào giấc ngủ ngon . vậy thoii
Enjoyment,không biết nói sao ... nghiện chuẩn mẹ rồi ... crush ợ . mà nó nhẫn tâm lắm hồi trước còn hay call video . từ hôm tao cạo trọc y như là mất tích luôn . chắc phải để tóc mọc lại tao mới dám gọi . 🤭
Enjoyment,ấm áp ghê =))
Sadness,"có lần tao thổi cơm không đổ nước lúc khét mở vung ra mới biết , làm đánh đít xong cả tiếng trời không hết"
Sadness,tao không tin đâu hiccc =(((
Sadness,là nhân duyên trời ban cớ sao chẳng thành đôi :(
Sadness,tớ có thấy con ngáo đấy nhưng không dám lại sờ huhu tt
Sadness,tao mới mọc răng khôn huhu
Sadness,cay mắt
Sadness,chả có tiền mua 😩😩😩
Sadness,hôm qua tao xem xong ngất xỉu tới giờ mới tĩnh chúng mày ạ 😌😌😌
Disgust,"5 triệu , phạt một con mụ lừa đảo , phá hủy niềm tin phật giáo , làm ô uế đời sống tâm linh ... thật rẻ rúng làm sao !"
Disgust,"đập chết mẹ nó đi , nó làm người ta nhồi máu cơ tim có khác nào giết người gián tiếp mà ở mỹ gọi là giết người cấp độ 2 đấy"
Disgust,mua mà không được phát tán virut bán ra chợ đen thì mua để mà tế ah .
Disgust,đcm anh da đen fake
Disgust,không biết chuyện gia đình người ta nhưng nhình mặt bà cũng thảo là thấy không có cảm tình ngay từ đầu .... mà nhờ bài viết này mới biết king coffee là của bả ... phải công nhận là nó uống dở thiệt .....
Enjoyment,tuyệt vời
Enjoyment,chúng ta thật hạnh phúc và luôn đi chung với nhau suốt chặn đường dài rồi đó nà ?
Enjoyment,làm tao liên tưởng đển phượng hoàng cổ trấn :)))
Enjoyment,haha đây là cổng chợ này ??
Enjoyment,không phải thích của cải mà là thích ý chí của họ . đàn ông có chí tiến thủ bao giờ cũng quyến rũ
Enjoyment,đẻ sao mà cu con đẹp quá vậy trời 😍
Enjoyment,nhìn đôi bàn tay đã biết phải lao động rồi . chị có lấy trai việt không :))
Fear,hú hồn hà
Fear,"mới đầu mày sẽ thấy vui , từ từ nó quậy cho mày ????"
Sadness,khi cô đơn lòng em nhớ ai :((
Sadness,một năm đầy biến động và thăng trầm của nước pháp ☹️
Sadness,nhớ lúc trước tao cũng có học quyền và múa tứ linh đao bay thẳng vào trán . :)
Sadness,phải tự cho mình đau lòng nhất thì mới bỏ được
Sadness,"1 câu mà người ta hay nói , đắng như vị đời 😌"
Surprise,thế đéo nào ma không bị phóng điện nhỉ
Anger,"tát cho phát , đêm hôm mất con mẹ nó ngủ . ??"
Anger,dume mệt mỏi thật sự
Anger,hồi lúc nhà tao nuôi mấy con ngỗng . mỗi lần đi ngang nó là nó đòi dí cắn mà trong khi tao là người cho nó ăn . thứ ngu như bò 😤😤
Disgust,lên án nhiều rồi mà vẫn thế .
Disgust,có cái con cặc .. chúng mày chỉ diễn thôi đúng không . dume chỉ diễn thôi .. :'(
Disgust,đổi cả cuộc đời giống người tàn tật để được cái video này .
Disgust,bóng đá thể thao mà làm mấy cái thể loại băng ron khích tướng vãi .
Fear,hú hồn con chồn chạy ngang 😑
Fear,coi mà cái tay nó rung trái tim nó đập sợ cái thằng đó té sấp mặt luôn thì không bình thường họa mi còn hót được không :))))
Fear,đm chơi mất dạy vãi . tưởng khúc cuối là gì dume làm giật mình 😒😒😒
Fear,ánh mắt thằng con muốn nói : cứu cháu hình như ba sắp ném con ùi
Sadness,t nhớ tao đang xem xxx thì chưa cắm tai nghe 😭😭😭
Sadness,có ai ngu như tao không đơn phương con nhỏ cạnh nhà 4 năm mặc dù nó ngồi chung bàn với tao suốt mấy năm cấp 3 :(((
Sadness,nhiều khi cũng muốn người yêu chọc để dỗi phát cho bằng người ta . mà nhận ra mình làm gì có người yêu 😌
Sadness,"tàn nhẫn thế nào , là khi mình trao họ hết hy vọng rồi họ lại dập tắt đi nó"
Sadness,tạm biệt ông 😢
Sadness,cảm thấy mình thất bại :((
Sadness,"tuổi thơ tao gặp toàn trai bánh bều , mít ướt . toàn là tao galang , dỗ dành . ôi cái cuộc đời này per"
Disgust,"nó quan tâm mày thì mày đừng vội mừng là nó thích mày , nó chơi chán rồi nó bỏ thôi ."
Enjoyment,"èo , ngọt quá đi"
Enjoyment,ai chưa xem thì nên xem 1 lần đi . đảm bảo không phí 3h đồng hồ của các bạn 😃
Enjoyment,"coi 3 lần mà vẫn cười , phim hay nhân vật dễ thương"
Enjoyment,mẹ thằng này nói tiếng việt tốt thật lại còn nói được cả giọng phú yên nữa chứ
Enjoyment,vỉa hè to thế vẫn còn muốn ăn cả ồ hố nữa hả =))
Enjoyment,công nhận 😌😌😌 đồng nghiệp hạp hạp tí có khi ngồi buôn cả ngày bám hơn cả bám người yêu . đi làm hôm nào cảm thấy hôm đó ý nghĩa vãi
Fear,per kinh dị thấy mệ luôn nè
Fear,đầu óc đến giờ vẫn còn nặng và đang né tránh mọi người .
Fear,thôi xong tao rồi :((
Sadness,rồi tôi sẽ hết được uống nước ở đây nữa :((
Sadness,họ đáp vì phép lịch sự còn mình vì yêu mà chủ động vì quan tâm mà hỏi đủ điều ..🙁
Sadness,per viêm màn túi cấp nghiêm trọng
Sadness,nó bỏ mình đi rồi mỗi lần nghĩ tới nó ôi sao mà xót tim gan hơn mất người yêu
Surprise,thế đéo nào lại ra được nhỉ ??
Disgust,gớm vãi :)))
Disgust,vô ý thức
Disgust,đai giảm tốc độ kiểu ấy mà gặp mấy bà đang đau đẻ là xác định đẻ trên xe hay ở nhà đi rồi hẳn đem lên bệnh viện 😂😂😂
Disgust,khá tàn nhẫn
Enjoyment,rồi lỡ ai có bầu mà đi qua không biết nhảy kiểu gì nữa 😂😂
Enjoyment,ahihi khá là buồn cười
Enjoyment,là con bé con điên khùng và phiền vãi nhưng bạn vẫn yêu nó vãi chưởng :))))))
Enjoyment,"chời ơi , bé gái cưng muốn xỉu . bạn nữ nào kết hợp sx em bé hơm ?????????????? :))))"
Enjoyment,mày giận lại tao hả tốt quá bố mày được đi chơi game rồi . tối về dỗ nó sau . chờ mãi câu giận của mày :))
Enjoyment,các bạn trẻ ! người lớn có thể nghe thấy tiếng chó kêu mà không hành động gì để cứu vớt . các em thật đáng khen . cần những bạn trẻ nhân ái như các bạn .
Enjoyment,per c . bị tinh thần đi xem đi 👻
Enjoyment,hmm hãy tưởng tượng nó là một chú gián xink xắm xoè cánh thiên thần bay đến ... 😞
Enjoyment,per làm gì quên được kkkkk
Enjoyment,biết ngay anh per lại mượn đầm của vợ :))))
Fear,loài này bé như ngón tay phàm ăn lắm sợ luôn
Fear,haha mắc cười quá ... nhưng thật chúng mày là tao rất sợ rắn ...
Fear,sợ ngỗng còn hơn sợ chó :)))
Sadness,yêu quá đi mất . tuổi thơ của mình toàn nện mấy thằng con trai . trong lớp mình toàn làm xếp nên chẳng được giúp đỡ
Sadness,nhờ cái bếp như này . mà hồi nhỏ tao suýt đốt cả nhà và bị chửi đó :((
Anger,thả tao ra để tao cắn chết mẹ nó =))
Anger,mẹ cái lũ thầu nấu ăn cho trẻ con . ai cũng bảo chúng mày nấu 1 năm có có hàng tỉ tiền . mẫu giáo còn hại được thì cấp 1 tha gì .
